#{"t_start": 1608095768.822646, "env_id": null}
r,l,t
0,1,12.904293
5,1,12.910993
5,1,12.917638
0,1,12.924365
0,1,12.930799
0,1,12.968649
0,1,12.975237
0,1,12.982558
0,1,12.989153
0,1,12.996003
0,1,13.034785
5,1,13.041543
0,1,13.047935
0,1,13.054997
0,1,13.061755
0,1,13.099261
0,1,13.10538
0,1,13.111478
0,1,13.118198
0,1,13.124793
0,1,13.166306
0,1,13.172912
0,1,13.179481
0,1,13.185636
0,1,13.191671
0,1,13.228131
0,1,13.234693
0,1,13.241332
0,1,13.247803
0,1,13.254189
0,1,13.291073
0,1,13.297096
0,1,13.303654
0,1,13.310528
0,1,13.323258
0,1,13.363982
0,1,13.371104
0,1,13.377081
0,1,13.383087
0,1,13.39
0,1,13.426476
0,1,13.432759
0,1,13.439139
0,1,13.445533
0,1,13.451972
0,1,13.488813
0,1,13.495996
0,1,13.502282
0,1,13.508934
0,1,13.51537
0,1,13.551274
0,1,13.557636
0,1,13.564276
0,1,13.570492
0,1,13.577203
0,1,13.614047
0,1,13.62058
0,1,13.627568
0,1,13.634053
0,1,13.640373
0,1,13.676361
0,1,13.683148
0,1,13.68973
0,1,13.696497
0,1,13.703158
0,1,13.740314
0,1,13.747023
0,1,13.753636
0,1,13.760823
0,1,13.767331
0,1,13.804334
0,1,13.811507
5,1,13.818461
0,1,13.824925
0,1,13.831338
0,1,13.869349
0,1,13.875556
0,1,13.882523
0,1,13.888952
0,1,13.89548
0,1,13.931092
0,1,13.937407
0,1,13.943892
0,1,13.950115
0,1,13.956306
0,1,13.994293
0,1,14.00058
0,1,14.007618
0,1,14.014363
0,1,14.020756
0,1,14.055455
0,1,14.062137
0,1,14.068805
0,1,14.07588
0,1,14.08208
0,1,14.119988
0,1,14.125543
0,1,14.13188
0,1,14.139483
0,1,14.144844
0,1,14.180325
0,1,14.187561
0,1,14.193481
0,1,14.199829
0,1,14.206882
0,1,14.255139
0,1,14.261858
0,1,14.267546
0,1,14.274205
0,1,14.280695
0,1,14.316053
0,1,14.322656
0,1,14.32856
0,1,14.334918
0,1,14.34134
0,1,14.384221
0,1,14.391033
0,1,14.397535
0,1,14.403973
0,1,14.41033
0,1,14.44637
0,1,14.45192
0,1,14.458327
0,1,14.464937
0,1,14.471562
0,1,14.508195
0,1,14.514346
0,1,14.520607
0,1,14.526534
0,1,14.533136
0,1,14.568671
0,1,14.575792
0,1,14.581959
0,1,14.588044
0,1,14.594925
0,1,14.633278
0,1,14.639945
0,1,14.6467
0,1,14.652671
0,1,14.659065
0,1,14.695518
0,1,14.701896
0,1,14.70912
0,1,14.715359
0,1,14.721241
0,1,14.762037
0,1,14.768272
0,1,14.775041
0,1,14.781978
0,1,14.788264
0,1,14.82405
0,1,14.830663
0,1,14.83693
0,1,14.843798
0,1,14.849999
0,1,14.885133
0,1,14.8915
0,1,14.897951
0,1,14.904274
0,1,14.910433
0,1,14.949672
0,1,14.958875
0,1,14.96547
0,1,14.972228
0,1,14.978759
0,1,15.016515
0,1,15.023053
0,1,15.029316
0,1,15.035967
0,1,15.044008
0,1,15.080413
0,1,15.087314
0,1,15.093219
0,1,15.099697
0,1,15.105931
0,1,15.141901
0,1,15.148215
0,1,15.154493
0,1,15.160974
0,1,15.167602
0,1,15.204138
0,1,15.210123
