#{"t_start": 1608095768.8165472, "env_id": null}
r,l,t
0,1,12.228163
0,1,12.234931
0,1,12.276333
0,1,12.282296
0,1,12.288988
0,1,12.295207
0,1,12.300973
0,1,12.336133
0,1,12.34423
0,1,12.350746
0,1,12.357655
0,1,12.364053
0,1,12.401686
0,1,12.408374
0,1,12.414679
0,1,12.421737
0,1,12.428349
0,1,12.464907
0,1,12.471236
0,1,12.477952
0,1,12.484528
0,1,12.491282
0,1,12.52808
0,1,12.534462
0,1,12.540355
0,1,12.548765
0,1,12.555461
0,1,12.592573
0,1,12.599372
0,1,12.605054
0,1,12.610848
5,1,12.617732
5,1,12.653696
0,1,12.660722
0,1,12.667946
0,1,12.674336
0,1,12.681586
0,1,12.720575
0,1,12.727273
0,1,12.733738
0,1,12.745304
0,1,12.752816
0,1,12.789086
0,1,12.795764
0,1,12.80201
0,1,12.808385
0,1,12.814543
0,1,12.85067
0,1,12.857069
0,1,12.863069
0,1,12.869217
0,1,12.875405
0,1,12.910476
0,1,12.917035
0,1,12.923705
0,1,12.930634
0,1,12.937142
0,1,12.97476
0,1,12.981599
0,1,12.98868
0,1,12.995317
0,1,13.002322
0,1,13.04118
0,1,13.047603
0,1,13.054256
0,1,13.06109
0,1,13.068225
0,1,13.105439
0,1,13.111705
0,1,13.117703
0,1,13.124438
0,1,13.130961
0,1,13.172574
0,1,13.179693
0,1,13.18572
0,1,13.191785
0,1,13.197849
0,1,13.234255
0,1,13.240832
0,1,13.247431
0,1,13.253977
0,1,13.260364
0,1,13.297241
0,1,13.303328
0,1,13.309827
0,1,13.316697
0,1,13.332663
0,1,13.37007
5,1,13.37706
0,1,13.383273
0,1,13.38928
0,1,13.396251
5,1,13.432751
0,1,13.439007
0,1,13.44532
0,1,13.451749
0,1,13.458773
0,1,13.495132
0,1,13.502261
0,1,13.508522
0,1,13.515169
0,1,13.521542
0,1,13.557456
0,1,13.563742
0,1,13.570559
0,1,13.576605
0,1,13.583461
0,1,13.620222
0,1,13.626981
0,1,13.633797
0,1,13.640332
0,1,13.646596
0,1,13.682644
0,1,13.689418
0,1,13.696133
0,1,13.702722
0,1,13.709542
0,1,13.746651
0,1,13.753236
0,1,13.760834
0,1,13.767583
0,1,13.774086
0,1,13.81115
0,1,13.817801
0,1,13.824411
0,1,13.831811
0,1,13.838123
0,1,13.876163
0,1,13.881726
0,1,13.888692
0,1,13.895197
0,1,13.901656
0,1,13.937348
0,1,13.943562
0,1,13.95042
0,1,13.956295
0,1,13.962533
0,1,14.000471
0,1,14.00684
0,1,14.013919
0,1,14.020533
0,1,14.026859
0,1,14.061683
0,1,14.068111
0,1,14.074193
0,1,14.082082
0,1,14.088325
0,1,14.125347
0,1,14.131726
0,1,14.138064
0,1,14.145031
0,1,14.151025
0,1,14.186633
0,1,14.192925
0,1,14.199822
0,1,14.206044
0,1,14.212246
0,1,14.261904
0,1,14.268079
0,1,14.273713
0,1,14.280482
0,1,14.28692
0,1,14.322544
0,1,14.329064
0,1,14.334783
5,1,14.341194
0,1,14.347569
0,1,14.390586
0,1,14.397187
0,1,14.403914
0,1,14.410287
0,1,14.416447
0,1,14.452547
0,1,14.458081
0,1,14.464609
0,1,14.47129
0,1,14.477738
0,1,14.515025
0,1,14.520685
0,1,14.526752
0,1,14.533452
0,1,14.539554
0,1,14.57544
0,1,14.582605
0,1,14.588506
0,1,14.594849
0,1,14.601707
0,1,14.639515
0,1,14.646119
0,1,14.652875
0,1,14.658839
0,1,14.66521
0,1,14.70179
0,1,14.708078
0,1,14.715281
0,1,14.721543
0,1,14.727459
0,1,14.768131
0,1,14.774439
0,1,14.781219
0,1,14.788198
0,1,14.794453
0,1,14.830295
0,1,14.83741
0,1,14.843131
0,1,14.849941
0,1,14.856173
0,1,14.891305
0,1,14.897726
5,1,14.904207
0,1,14.910373
0,1,14.91665
0,1,14.955926
0,1,14.965119
0,1,14.971701
0,1,14.978535
0,1,14.984995
0,1,15.022666
0,1,15.029226
0,1,15.03549
0,1,15.04213
0,1,15.050302
0,1,15.086581
0,1,15.093098
0,1,15.099386
0,1,15.105827
0,1,15.112097
0,1,15.148103
0,1,15.154382
0,1,15.160667
0,1,15.167169
0,1,15.173796
0,1,15.210265
0,1,15.216272
0,1,15.222553
0,1,15.229385
0,1,15.235953
0,1,15.270214
0,1,15.276558
0,1,15.283551
0,1,15.289643
0,1,15.295617
0,1,15.331755
5,1,15.337952
0,1,15.344189
0,1,15.35092
0,1,15.356492
0,1,15.393404
0,1,15.39994
0,1,15.405751
0,1,15.4124
0,1,15.419563
0,1,15.455124
0,1,15.461529
0,1,15.468099
0,1,15.473697
0,1,15.480575
0,1,15.517367
0,1,15.523819
0,1,15.529961
0,1,15.536256
0,1,15.542589
0,1,15.578828
0,1,15.585083
0,1,15.591194
0,1,15.59772
0,1,15.603517
0,1,15.640697
0,1,15.647351
0,1,15.653662
0,1,15.659486
0,1,15.665419
0,1,15.701645
0,1,15.707957
0,1,15.714999
0,1,15.721292
0,1,15.727966
0,1,15.765173
0,1,15.771737
0,1,15.778585
0,1,15.784722
0,1,15.791202
0,1,15.829328
0,1,15.835403
0,1,15.842523
0,1,15.848762
0,1,15.855032
0,1,15.890881
0,1,15.896791
0,1,15.902376
0,1,15.90819
0,1,15.915696
0,1,15.951464
0,1,15.957701
0,1,15.964085
0,1,15.97033
0,1,15.976951
0,1,16.013915
0,1,16.02024
0,1,16.026051
0,1,16.032242
0,1,16.03849
0,1,16.079953
0,1,16.086489
0,1,16.092802
0,1,16.099268
0,1,16.105501
0,1,16.141837
0,1,16.148548
0,1,16.154164
0,1,16.160498
0,1,16.166641
0,1,16.201803
0,1,16.208166
0,1,16.214097
0,1,16.219957
0,1,16.226469
0,1,16.262004
0,1,16.2688
0,1,16.275508
0,1,16.281897
0,1,16.288334
0,1,16.324872
0,1,16.331814
0,1,16.338635
0,1,16.345796
0,1,16.351829
0,1,16.389231
0,1,16.396213
0,1,16.402818
0,1,16.409459
0,1,16.415889
0,1,16.45256
0,1,16.459555
0,1,16.466285
0,1,16.472782
0,1,16.479147
0,1,16.515823
0,1,16.522646
0,1,16.529194
0,1,16.53581
0,1,16.54265
0,1,16.580317
0,1,16.58625
0,1,16.593055
0,1,16.599366
0,1,16.605399
0,1,16.641774
0,1,16.648124
0,1,16.654286
0,1,16.660987
0,1,16.667919
0,1,16.709967
0,1,16.718441
0,1,16.726084
0,1,16.734161
0,1,16.74073
0,1,16.779545
0,1,16.786955
0,1,16.792601
0,1,16.797335
0,1,16.803409
0,1,16.840595
0,1,16.846288
0,1,16.852947
0,1,16.859625
0,1,16.865915
0,1,16.904696
0,1,16.911135
0,1,16.917443
0,1,16.924052
0,1,16.930736
0,1,16.966442
0,1,16.972722
0,1,16.979496
0,1,16.985853
0,1,16.992534
0,1,17.028372
0,1,17.034707
0,1,17.041205
0,1,17.047856
0,1,17.054356
0,1,17.091982
0,1,17.098866
0,1,17.105286
5,1,17.111635
0,1,17.117032
0,1,17.153323
0,1,17.160109
0,1,17.168643
0,1,17.175198
0,1,17.182055
0,1,17.220209
0,1,17.229079
0,1,17.236094
0,1,17.242604
0,1,17.249906
0,1,17.293968
0,1,17.301944
0,1,17.308608
0,1,17.315699
0,1,17.322973
0,1,17.3761
0,1,17.385033
0,1,17.393223
0,1,17.401292
0,1,17.409265
0,1,17.456905
0,1,17.465414
0,1,17.478317
0,1,17.487604
0,1,17.496548
0,1,17.540112
0,1,17.54645
0,1,17.553173
0,1,17.560179
0,1,17.566636
