#{"t_start": 1608093715.551064, "env_id": null}
r,l,t
0,1,8.380101
0,1,8.41716
0,1,8.422913
0,1,8.429492
0,1,8.435817
0,1,8.442427
0,1,8.479865
0,1,8.486023
0,1,8.492533
0,1,8.498367
0,1,8.504427
0,1,8.541286
0,1,8.547961
0,1,8.554027
0,1,8.560146
0,1,8.5664
0,1,8.602565
0,1,8.60847
0,1,8.616087
0,1,8.622414
0,1,8.629064
0,1,8.664663
0,1,8.671749
0,1,8.67816
0,1,8.684421
0,1,8.690489
0,1,8.726672
0,1,8.732972
0,1,8.738777
0,1,8.744598
0,1,8.75159
0,1,8.787267
0,1,8.794126
0,1,8.800757
0,1,8.807283
0,1,8.813463
0,1,8.851796
0,1,8.857966
0,1,8.864867
0,1,8.871385
0,1,8.877814
0,1,8.915361
0,1,8.921532
0,1,8.928526
0,1,8.935082
0,1,8.941542
0,1,8.979449
0,1,8.985691
0,1,8.991863
0,1,8.999029
0,1,9.006256
0,1,9.045192
0,1,9.052313
0,1,9.058579
0,1,9.064687
0,1,9.07106
0,1,9.109144
0,1,9.116202
0,1,9.122872
0,1,9.129219
0,1,9.135764
0,1,9.172165
0,1,9.178395
0,1,9.184882
0,1,9.191035
0,1,9.197701
0,1,9.23355
0,1,9.23985
0,1,9.245678
0,1,9.252346
0,1,9.261814
0,1,9.297601
0,1,9.304137
0,1,9.310468
0,1,9.316396
0,1,9.322708
0,1,9.358353
0,1,9.365148
0,1,9.370575
0,1,9.376388
0,1,9.38264
0,1,9.420086
0,1,9.426333
0,1,9.433044
0,1,9.439331
0,1,9.44607
0,1,9.482713
0,1,9.488736
0,1,9.494836
0,1,9.501401
0,1,9.507965
0,1,9.545495
0,1,9.55178
0,1,9.558266
0,1,9.564882
0,1,9.571215
0,1,9.607859
0,1,9.61483
0,1,9.620799
0,1,9.626693
0,1,9.633449
0,1,9.670743
0,1,9.677155
0,1,9.683328
0,1,9.689567
0,1,9.695687
0,1,9.730917
0,1,9.736968
0,1,9.743272
0,1,9.748857
0,1,9.755958
0,1,9.792358
0,1,9.798986
0,1,9.804886
0,1,9.811565
0,1,9.818155
0,1,9.852206
0,1,9.858393
0,1,9.864741
0,1,9.870876
0,1,9.877149
0,1,9.912182
0,1,9.919353
0,1,9.925926
0,1,9.932735
0,1,9.938892
0,1,9.975171
0,1,9.981511
0,1,9.988294
0,1,9.994733
0,1,10.001464
0,1,10.037388
0,1,10.043747
0,1,10.050239
0,1,10.056891
0,1,10.063473
0,1,10.100731
0,1,10.106901
0,1,10.113192
0,1,10.120026
0,1,10.126513
0,1,10.162727
0,1,10.169761
0,1,10.175727
0,1,10.181979
0,1,10.187744
0,1,10.223795
0,1,10.230183
0,1,10.236726
0,1,10.242885
0,1,10.248491
0,1,10.289357
0,1,10.296374
0,1,10.302709
0,1,10.309456
0,1,10.315804
0,1,10.352475
0,1,10.357918
0,1,10.369237
0,1,10.375626
0,1,10.38242
0,1,10.418093
0,1,10.424603
0,1,10.430898
0,1,10.437128
0,1,10.443836
0,1,10.479782
0,1,10.486124
0,1,10.492612
0,1,10.49899
0,1,10.505455
0,1,10.542166
0,1,10.548665
0,1,10.554829
0,1,10.561085
0,1,10.56788
0,1,10.604609
5,1,10.611297
0,1,10.617556
0,1,10.624193
0,1,10.630756
0,1,10.669522
0,1,10.676358
0,1,10.682477
0,1,10.689036
0,1,10.695117
0,1,10.73226
0,1,10.738523
0,1,10.74478
0,1,10.751203
0,1,10.75794
0,1,10.795202
0,1,10.801835
0,1,10.808139
0,1,10.814504
0,1,10.821252
0,1,10.861524
0,1,10.86808
0,1,10.874813
0,1,10.880854
0,1,10.886683
0,1,10.923629
0,1,10.93053
0,1,10.937159
0,1,10.943311
0,1,10.949964
0,1,10.986786
0,1,10.992844
0,1,10.999096
0,1,11.005878
0,1,11.012817
0,1,11.059436
0,1,11.0677
0,1,11.074442
0,1,11.084036
0,1,11.092087
0,1,11.128557
0,1,11.135034
0,1,11.141261
0,1,11.148619
0,1,11.155129
0,1,11.193016
0,1,11.200219
0,1,11.206616
0,1,11.213524
0,1,11.219543
0,1,11.258333
0,1,11.294929
0,1,11.305431
0,1,11.318677
0,1,11.325487
0,1,11.361515
0,1,11.368556
0,1,11.374705
0,1,11.38085
0,1,11.387372
0,1,11.422227
0,1,11.429053
0,1,11.435597
0,1,11.44216
0,1,11.447793
0,1,11.483714
0,1,11.489837
0,1,11.496265
0,1,11.502929
0,1,11.50974
0,1,11.544932
0,1,11.551454
0,1,11.557654
0,1,11.563768
0,1,11.570112
0,1,11.605654
0,1,11.611503
0,1,11.617503
0,1,11.623676
0,1,11.629988
0,1,11.667957
0,1,11.674715
0,1,11.681007
0,1,11.687401
0,1,11.693651
0,1,11.730988
0,1,11.737812
0,1,11.743879
0,1,11.750051
0,1,11.756164
0,1,11.795821
0,1,11.802625
0,1,11.810944
0,1,11.82167
0,1,11.828278
0,1,11.864649
0,1,11.871304
0,1,11.8773
0,1,11.884383
0,1,11.893965
0,1,11.933944
0,1,11.940861
0,1,11.94741
0,1,11.954789
0,1,11.961616
0,1,12.000126
0,1,12.006375
0,1,12.012796
0,1,12.019292
0,1,12.025837
0,1,12.062498
0,1,12.069692
0,1,12.076324
0,1,12.083061
0,1,12.089684
0,1,12.126023
0,1,12.132399
0,1,12.138746
0,1,12.144928
0,1,12.151875
0,1,12.18805
0,1,12.194634
0,1,12.201109
0,1,12.207391
0,1,12.213064
0,1,12.250275
0,1,12.25615
0,1,12.263274
0,1,12.269813
0,1,12.279574
0,1,12.321259
0,1,12.327508
0,1,12.333998
0,1,12.340661
0,1,12.347237
0,1,12.384093
0,1,12.390108
0,1,12.396499
0,1,12.403337
0,1,12.410243
0,1,12.446414
0,1,12.452973
0,1,12.459058
0,1,12.465136
0,1,12.47182
0,1,12.509092
0,1,12.515356
0,1,12.522409
0,1,12.528324
0,1,12.534786
0,1,12.571288
0,1,12.577449
0,1,12.58414
0,1,12.591025
0,1,12.59709
0,1,12.706277
0,1,12.718559
0,1,12.729364
0,1,12.740726
0,1,12.750299
0,1,12.797853
0,1,12.805545
0,1,12.813229
0,1,12.820069
0,1,12.826533
0,1,12.868495
0,1,12.875034
0,1,12.881055
0,1,12.887613
0,1,12.893406
0,1,12.929651
0,1,12.936061
0,1,12.942474
0,1,12.948823
0,1,12.955358
0,1,12.991352
0,1,12.997514
0,1,13.003628
0,1,13.009968
0,1,13.016678
0,1,13.052019
0,1,13.057919
0,1,13.064193
0,1,13.070535
0,1,13.077149
0,1,13.112777
0,1,13.119141
0,1,13.125667
0,1,13.131492
0,1,13.137623
0,1,13.175229
0,1,13.181624
0,1,13.187795
0,1,13.194255
0,1,13.200369
0,1,13.237709
0,1,13.243689
0,1,13.249738
0,1,13.256006
0,1,13.265724
0,1,13.303006
0,1,13.309216
0,1,13.31546
0,1,13.32215
0,1,13.328684
0,1,13.363846
0,1,13.370451
0,1,13.376674
0,1,13.382791
0,1,13.388709
0,1,13.425098
0,1,13.431613
0,1,13.438383
0,1,13.444903
0,1,13.451615
0,1,13.487285
0,1,13.49308
0,1,13.499433
0,1,13.50588
0,1,13.512311
0,1,13.548243
0,1,13.555016
0,1,13.561269
0,1,13.567581
0,1,13.573959
0,1,13.610065
0,1,13.617644
0,1,13.624291
0,1,13.630518
0,1,13.637311
0,1,13.672541
0,1,13.678953
0,1,13.684766
0,1,13.691517
0,1,13.696889
0,1,13.734269
0,1,13.740534
0,1,13.746871
0,1,13.753272
0,1,13.759707
0,1,13.79586
0,1,13.802082
0,1,13.807854
0,1,13.814072
0,1,13.820828
0,1,13.85709
0,1,13.863779
0,1,13.870047
0,1,13.876112
0,1,13.882695
0,1,13.920763
0,1,13.927305
0,1,13.933896
0,1,13.940051
0,1,13.946328
0,1,13.985126
0,1,13.992623
0,1,13.999994
0,1,14.007019
0,1,14.013526
0,1,14.050349
0,1,14.057436
0,1,14.066723
0,1,14.073152
0,1,14.079536
0,1,14.116317
0,1,14.123814
0,1,14.129715
0,1,14.13618
0,1,14.150795
0,1,14.188978
0,1,14.195228
0,1,14.202164
0,1,14.208062
0,1,14.21445
0,1,14.251593
0,1,14.257796
0,1,14.264092
0,1,14.271046
0,1,14.277384
0,1,14.318748
0,1,14.32493
0,1,14.331309
0,1,14.337615
0,1,14.343218
0,1,14.379914
0,1,14.386674
0,1,14.394081
0,1,14.399813
0,1,14.406136
0,1,14.441745
0,1,14.448319
0,1,14.455238
0,1,14.46267
0,1,14.468934
0,1,14.506738
0,1,14.513557
0,1,14.519591
0,1,14.525683
0,1,14.532194
0,1,14.568391
0,1,14.574559
0,1,14.580301
0,1,14.586288
0,1,14.593067
0,1,14.629769
0,1,14.636015
0,1,14.642366
0,1,14.648623
0,1,14.655061
0,1,14.69071
0,1,14.697299
0,1,14.703566
0,1,14.709673
0,1,14.715718
0,1,14.752364
0,1,14.758641
0,1,14.765637
0,1,14.772217
0,1,14.778802
0,1,14.815666
0,1,14.822004
0,1,14.828068
0,1,14.834112
0,1,14.839979
0,1,14.875923
0,1,14.882115
0,1,14.88797
0,1,14.894008
0,1,14.901044
0,1,14.938022
0,1,14.944329
0,1,14.950389
0,1,14.95699
0,1,14.963466
0,1,15.000106
0,1,15.006608
0,1,15.012878
0,1,15.019347
0,1,15.025172
0,1,15.062106
5,1,15.068996
0,1,15.075025
0,1,15.081627
0,1,15.088027
0,1,15.125041
0,1,15.131355
0,1,15.137728
0,1,15.14404
0,1,15.150738
0,1,15.186078
0,1,15.192046
0,1,15.19813
0,1,15.20498
0,1,15.211511
0,1,15.251727
0,1,15.257773
0,1,15.264073
0,1,15.273814
0,1,15.280055
0,1,15.316057
0,1,15.323373
0,1,15.329557
0,1,15.336356
0,1,15.342987
0,1,15.379414
0,1,15.385541
0,1,15.392125
0,1,15.398032
0,1,15.404223
0,1,15.439739
0,1,15.445831
0,1,15.45165
0,1,15.458421
0,1,15.463874
0,1,15.501441
0,1,15.507575
0,1,15.514076
0,1,15.520212
0,1,15.526558
0,1,15.561688
0,1,15.567993
0,1,15.574514
0,1,15.580489
0,1,15.587034
0,1,15.621745
0,1,15.627872
0,1,15.634238
0,1,15.640725
0,1,15.646912
0,1,15.683781
0,1,15.689809
0,1,15.695668
0,1,15.702588
0,1,15.708717
0,1,15.745096
0,1,15.750798
0,1,15.756914
0,1,15.763459
0,1,15.769977
0,1,15.807356
0,1,15.813552
0,1,15.820275
0,1,15.827142
0,1,15.83285
0,1,15.868546
0,1,15.87478
0,1,15.881139
0,1,15.887397
0,1,15.893658
0,1,15.929649
0,1,15.936585
0,1,15.942667
0,1,15.948786
0,1,15.955205
0,1,15.992307
0,1,15.998935
0,1,16.006048
0,1,16.012203
0,1,16.018509
0,1,16.054485
0,1,16.061302
0,1,16.067725
0,1,16.07368
0,1,16.079974
0,1,16.115169
0,1,16.121292
0,1,16.127608
0,1,16.133777
0,1,16.139705
0,1,16.176643
0,1,16.182749
0,1,16.188683
0,1,16.195157
0,1,16.201762
0,1,16.238627
0,1,16.245298
0,1,16.251607
0,1,16.25797
0,1,16.264051
0,1,16.310499
0,1,16.317658
0,1,16.323964
0,1,16.330113
0,1,16.33669
0,1,16.372563
0,1,16.379521
0,1,16.385741
0,1,16.391779
0,1,16.397828
0,1,16.434073
0,1,16.440422
0,1,16.447103
0,1,16.453422
0,1,16.459528
0,1,16.494781
0,1,16.501127
0,1,16.507567
0,1,16.514001
0,1,16.520229
0,1,16.556065
0,1,16.561953
0,1,16.567557
0,1,16.574142
0,1,16.580636
0,1,16.618097
0,1,16.624262
0,1,16.630281
0,1,16.63656
0,1,16.642978
0,1,16.680756
0,1,16.688968
0,1,16.696318
0,1,16.704921
0,1,16.712117
0,1,16.756543
0,1,16.763731
0,1,16.770423
0,1,16.777712
0,1,16.784919
0,1,16.826871
0,1,16.833656
0,1,16.843925
0,1,16.854983
0,1,16.864671
0,1,16.901842
0,1,16.908042
0,1,16.914745
0,1,16.92111
0,1,16.927709
0,1,16.964568
0,1,16.972841
0,1,16.982585
0,1,16.996079
0,1,17.002872
0,1,17.04187
0,1,17.048951
0,1,17.054592
0,1,17.060767
0,1,17.067177
0,1,17.104046
0,1,17.110487
0,1,17.117202
0,1,17.123842
0,1,17.129965
0,1,17.166041
0,1,17.172533
0,1,17.178441
0,1,17.184663
0,1,17.191959
0,1,17.229092
0,1,17.235574
0,1,17.241744
0,1,17.247908
0,1,17.254233
0,1,17.29435
0,1,17.301019
0,1,17.30753
0,1,17.313713
0,1,17.320051
0,1,17.356475
0,1,17.362818
0,1,17.369593
0,1,17.376071
0,1,17.382296
0,1,17.419258
0,1,17.425083
0,1,17.431547
0,1,17.438267
0,1,17.444595
0,1,17.481406
0,1,17.487941
0,1,17.494464
0,1,17.500714
0,1,17.506944
0,1,17.543258
0,1,17.549261
0,1,17.555777
0,1,17.562498
0,1,17.568993
0,1,17.605481
0,1,17.611948
0,1,17.61821
0,1,17.624478
0,1,17.631013
0,1,17.667582
0,1,17.674297
0,1,17.6807
0,1,17.686748
0,1,17.69317
0,1,17.729058
0,1,17.735999
0,1,17.741795
0,1,17.748439
0,1,17.75432
0,1,17.791119
0,1,17.797622
0,1,17.804209
0,1,17.810662
0,1,17.816975
0,1,17.852505
0,1,17.858687
0,1,17.864963
0,1,17.87155
0,1,17.878098
0,1,17.913553
0,1,17.920384
0,1,17.926659
0,1,17.933614
0,1,17.939916
0,1,17.973607
0,1,17.979759
0,1,17.985871
0,1,17.992938
0,1,17.998895
0,1,18.035835
0,1,18.042207
0,1,18.048515
0,1,18.055039
0,1,18.061806
0,1,18.099095
0,1,18.105211
0,1,18.111414
0,1,18.118255
0,1,18.124764
0,1,18.162592
0,1,18.169586
0,1,18.17521
0,1,18.181391
0,1,18.18854
